"season.num","season","team","wins","win.pct","season.rank","year","diff.wins.prev","diff.pct.prev"
24,"1999-00","PHI",49,0.597560975609756,10,2000,21,0.0670731707317072
25,"2000-01","PHI",56,0.682926829268293,2,2001,7,0.142857142857143
26,"2001-02","PHI",43,0.524390243902439,14,2002,-13,-0.232142857142857
27,"2002-03","PHI",48,0.585365853658537,9,2003,5,0.116279069767442
28,"2003-04","PHI",33,0.402439024390244,22,2004,-15,-0.3125
29,"2004-05","PHI",43,0.524390243902439,16,2005,10,0.303030303030303
30,"2005-06","PHI",38,0.463414634146341,18,2006,-5,-0.116279069767442
31,"2006-07","PHI",35,0.426829268292683,19,2007,-3,-0.0789473684210527
32,"2007-08","PHI",40,0.48780487804878,17,2008,5,0.142857142857143
33,"2008-09","PHI",41,0.5,15,2009,1,0.025
34,"2009-10","PHI",27,0.329268292682927,24,2010,-14,-0.341463414634146
35,"2010-11","PHI",41,0.5,16,2011,14,0.518518518518518
36,"2011-12","PHI",35,0.53030303030303,16,2012,-6,0.0606060606060606
37,"2012-13","PHI",34,0.414634146341463,19,2013,-1,-0.218118466898955
38,"2013-14","PHI",19,0.231707317073171,29,2014,-15,-0.441176470588235
39,"2014-15","PHI",18,0.219512195121951,28,2015,-1,-0.0526315789473685
40,"2015-16","PHI",10,0.121951219512195,30,2016,-8,-0.444444444444444
1,"1976-77","PHO",34,0.414634146341463,18,1977,NA,NA
2,"1977-78","PHO",49,0.597560975609756,4,1978,15,0.441176470588235
3,"1978-79","PHO",50,0.609756097560976,3,1979,1,0.0204081632653061
4,"1979-80","PHO",55,0.670731707317073,5,1980,5,0.1
5,"1980-81","PHO",57,0.695121951219512,4,1981,2,0.0363636363636362
6,"1981-82","PHO",46,0.560975609756098,7,1982,-11,-0.192982456140351
7,"1982-83","PHO",53,0.646341463414634,4,1983,7,0.152173913043478
8,"1983-84","PHO",41,0.5,12,1984,-12,-0.226415094339623
9,"1984-85","PHO",36,0.439024390243902,15,1985,-5,-0.121951219512195
10,"1985-86","PHO",32,0.390243902439024,16,1986,-4,-0.111111111111111
11,"1986-87","PHO",36,0.439024390243902,17,1987,4,0.125
12,"1987-88","PHO",28,0.341463414634146,19,1988,-8,-0.222222222222222
13,"1988-89","PHO",55,0.670731707317073,4,1989,27,0.964285714285714
14,"1989-90","PHO",54,0.658536585365854,7,1990,-1,-0.0181818181818182
15,"1990-91","PHO",55,0.670731707317073,5,1991,1,0.0185185185185185
16,"1991-92","PHO",53,0.646341463414634,6,1992,-2,-0.0363636363636364
17,"1992-93","PHO",62,0.75609756097561,1,1993,9,0.169811320754717
18,"1993-94","PHO",56,0.682926829268293,5,1994,-6,-0.096774193548387
19,"1994-95","PHO",59,0.719512195121951,3,1995,3,0.0535714285714285
20,"1995-96","PHO",41,0.5,15,1996,-18,-0.305084745762712
21,"1996-97","PHO",40,0.48780487804878,15,1997,-1,-0.024390243902439
22,"1997-98","PHO",56,0.682926829268293,6,1998,16,0.4
23,"1998-99","PHO",27,0.54,13,1999,-29,-0.209285714285714
24,"1999-00","PHO",53,0.646341463414634,5,2000,26,0.196928635953026
25,"2000-01","PHO",51,0.621951219512195,8,2001,-2,-0.0377358490566038
26,"2001-02","PHO",36,0.439024390243902,20,2002,-15,-0.294117647058824
27,"2002-03","PHO",44,0.536585365853659,13,2003,8,0.222222222222222
28,"2003-04","PHO",29,0.353658536585366,24,2004,-15,-0.340909090909091
29,"2004-05","PHO",62,0.75609756097561,1,2005,33,1.13793103448276
30,"2005-06","PHO",54,0.658536585365854,4,2006,-8,-0.129032258064516
31,"2006-07","PHO",61,0.74390243902439,2,2007,7,0.12962962962963
32,"2007-08","PHO",55,0.670731707317073,6,2008,-6,-0.0983606557377049
33,"2008-09","PHO",46,0.560975609756098,13,2009,-9,-0.163636363636364
34,"2009-10","PHO",54,0.658536585365854,5,2010,8,0.173913043478261
35,"2010-11","PHO",40,0.48780487804878,17,2011,-14,-0.259259259259259
36,"2011-12","PHO",33,0.5,18,2012,-7,0.025
37,"2012-13","PHO",25,0.304878048780488,27,2013,-8,-0.390243902439024
38,"2013-14","PHO",48,0.585365853658537,11,2014,23,0.92
39,"2014-15","PHO",39,0.475609756097561,17,2015,-9,-0.1875
40,"2015-16","PHO",23,0.280487804878049,27,2016,-16,-0.41025641025641
1,"1976-77","POR",49,0.597560975609756,4,1977,NA,NA
2,"1977-78","POR",58,0.707317073170732,1,1978,9,0.183673469387755
3,"1978-79","POR",45,0.548780487804878,11,1979,-13,-0.224137931034483
4,"1979-80","POR",38,0.463414634146341,13,1980,-7,-0.155555555555556
5,"1980-81","POR",45,0.548780487804878,8,1981,7,0.18421052631579
6,"1981-82","POR",42,0.51219512195122,13,1982,-3,-0.0666666666666667
7,"1982-83","POR",46,0.560975609756098,9,1983,4,0.0952380952380953
8,"1983-84","POR",48,0.585365853658537,6,1984,2,0.0434782608695651
9,"1984-85","POR",42,0.51219512195122,9,1985,-6,-0.125
10,"1985-86","POR",40,0.48780487804878,11,1986,-2,-0.0476190476190477
11,"1986-87","POR",49,0.597560975609756,7,1987,9,0.225
12,"1987-88","POR",53,0.646341463414634,5,1988,4,0.0816326530612246
13,"1988-89","POR",39,0.475609756097561,17,1989,-14,-0.264150943396226
14,"1989-90","POR",59,0.719512195121951,2,1990,20,0.512820512820513
15,"1990-91","POR",63,0.768292682926829,1,1991,4,0.0677966101694916
16,"1991-92","POR",57,0.695121951219512,2,1992,-6,-0.0952380952380953
17,"1992-93","POR",51,0.621951219512195,7,1993,-6,-0.105263157894737
18,"1993-94","POR",47,0.573170731707317,11,1994,-4,-0.0784313725490197
19,"1994-95","POR",44,0.536585365853659,12,1995,-3,-0.0638297872340424
20,"1995-96","POR",44,0.536585365853659,13,1996,0,0
21,"1996-97","POR",49,0.597560975609756,11,1997,5,0.113636363636364
22,"1997-98","POR",46,0.560975609756098,12,1998,-3,-0.0612244897959182
23,"1998-99","POR",35,0.7,3,1999,-11,0.247826086956522
24,"1999-00","POR",59,0.719512195121951,2,2000,24,0.0278745644599303
25,"2000-01","POR",50,0.609756097560976,9,2001,-9,-0.152542372881356
26,"2001-02","POR",49,0.597560975609756,8,2002,-1,-0.02
27,"2002-03","POR",50,0.609756097560976,5,2003,1,0.0204081632653061
28,"2003-04","POR",41,0.5,14,2004,-9,-0.18
29,"2004-05","POR",27,0.329268292682927,26,2005,-14,-0.341463414634146
30,"2005-06","POR",21,0.25609756097561,30,2006,-6,-0.222222222222222
31,"2006-07","POR",32,0.390243902439024,24,2007,11,0.523809523809524
32,"2007-08","POR",41,0.5,15,2008,9,0.28125
33,"2008-09","POR",54,0.658536585365854,5,2009,13,0.317073170731707
34,"2009-10","POR",50,0.609756097560976,9,2010,-4,-0.0740740740740741
35,"2010-11","POR",48,0.585365853658537,10,2011,-2,-0.04
36,"2011-12","POR",28,0.424242424242424,20,2012,-20,-0.275252525252525
37,"2012-13","POR",33,0.402439024390244,21,2013,5,-0.0513937282229965
38,"2013-14","POR",54,0.658536585365854,5,2014,21,0.636363636363636
39,"2014-15","POR",51,0.621951219512195,8,2015,-3,-0.0555555555555556
40,"2015-16","POR",44,0.536585365853659,12,2016,-7,-0.137254901960784
1,"1976-77","SAC",40,0.48780487804878,13,1977,NA,NA
2,"1977-78","SAC",31,0.378048780487805,18,1978,-9,-0.225
3,"1978-79","SAC",48,0.585365853658537,4,1979,17,0.548387096774193
4,"1979-80","SAC",47,0.573170731707317,8,1980,-1,-0.0208333333333334
5,"1980-81","SAC",40,0.48780487804878,11,1981,-7,-0.148936170212766
6,"1981-82","SAC",30,0.365853658536585,19,1982,-10,-0.25
7,"1982-83","SAC",45,0.548780487804878,10,1983,15,0.5
8,"1983-84","SAC",38,0.463414634146341,14,1984,-7,-0.155555555555556
9,"1984-85","SAC",31,0.378048780487805,18,1985,-7,-0.18421052631579
10,"1985-86","SAC",37,0.451219512195122,14,1986,6,0.193548387096774
11,"1986-87","SAC",29,0.353658536585366,19,1987,-8,-0.216216216216216
12,"1987-88","SAC",24,0.292682926829268,20,1988,-5,-0.172413793103448
13,"1988-89","SAC",27,0.329268292682927,20,1989,3,0.125
14,"1989-90","SAC",23,0.280487804878049,22,1990,-4,-0.148148148148148
15,"1990-91","SAC",25,0.304878048780488,25,1991,2,0.0869565217391303
16,"1991-92","SAC",29,0.353658536585366,22,1992,4,0.16
17,"1992-93","SAC",25,0.304878048780488,24,1993,-4,-0.137931034482759
18,"1993-94","SAC",28,0.341463414634146,20,1994,3,0.12
19,"1994-95","SAC",39,0.475609756097561,16,1995,11,0.392857142857143
20,"1995-96","SAC",39,0.475609756097561,17,1996,0,0
21,"1996-97","SAC",34,0.414634146341463,19,1997,-5,-0.128205128205128
22,"1997-98","SAC",27,0.329268292682927,23,1998,-7,-0.205882352941176
23,"1998-99","SAC",27,0.54,13,1999,0,0.64
24,"1999-00","SAC",44,0.536585365853659,14,2000,17,-0.00632339656729901
25,"2000-01","SAC",55,0.670731707317073,4,2001,11,0.25
26,"2001-02","SAC",61,0.74390243902439,1,2002,6,0.109090909090909
27,"2002-03","SAC",59,0.719512195121951,3,2003,-2,-0.0327868852459017
28,"2003-04","SAC",55,0.670731707317073,5,2004,-4,-0.0677966101694914
29,"2004-05","SAC",50,0.609756097560976,8,2005,-5,-0.090909090909091
30,"2005-06","SAC",44,0.536585365853659,11,2006,-6,-0.12
31,"2006-07","SAC",33,0.402439024390244,21,2007,-11,-0.25
32,"2007-08","SAC",38,0.463414634146341,18,2008,5,0.151515151515151
33,"2008-09","SAC",17,0.207317073170732,30,2009,-21,-0.552631578947368
34,"2009-10","SAC",25,0.304878048780488,28,2010,8,0.470588235294118
35,"2010-11","SAC",24,0.292682926829268,25,2011,-1,-0.04
36,"2011-12","SAC",22,0.333333333333333,25,2012,-2,0.138888888888889
37,"2012-13","SAC",28,0.341463414634146,25,2013,6,0.0243902439024392
38,"2013-14","SAC",28,0.341463414634146,24,2014,0,0
39,"2014-15","SAC",29,0.353658536585366,25,2015,1,0.0357142857142856
40,"2015-16","SAC",33,0.402439024390244,21,2016,4,0.137931034482759
1,"1976-77","SAS",44,0.536585365853659,8,1977,NA,NA
2,"1977-78","SAS",52,0.634146341463415,3,1978,8,0.181818181818182
3,"1978-79","SAS",48,0.585365853658537,4,1979,-4,-0.076923076923077
4,"1979-80","SAS",41,0.5,9,1980,-7,-0.145833333333333
5,"1980-81","SAS",52,0.634146341463415,6,1981,11,0.268292682926829
6,"1981-82","SAS",48,0.585365853658537,6,1982,-4,-0.076923076923077
7,"1982-83","SAS",53,0.646341463414634,4,1983,5,0.104166666666667
8,"1983-84","SAS",37,0.451219512195122,16,1984,-16,-0.30188679245283
9,"1984-85","SAS",41,0.5,11,1985,4,0.108108108108108
10,"1985-86","SAS",35,0.426829268292683,15,1986,-6,-0.146341463414634
11,"1986-87","SAS",28,0.341463414634146,20,1987,-7,-0.2
12,"1987-88","SAS",31,0.378048780487805,18,1988,3,0.107142857142857
13,"1988-89","SAS",21,0.25609756097561,22,1989,-10,-0.32258064516129
14,"1989-90","SAS",56,0.682926829268293,4,1990,35,1.66666666666667
15,"1990-91","SAS",55,0.670731707317073,5,1991,-1,-0.0178571428571429
16,"1991-92","SAS",47,0.573170731707317,10,1992,-8,-0.145454545454546
17,"1992-93","SAS",49,0.597560975609756,8,1993,2,0.0425531914893617
18,"1993-94","SAS",55,0.670731707317073,6,1994,6,0.122448979591837
19,"1994-95","SAS",62,0.75609756097561,1,1995,7,0.127272727272727
20,"1995-96","SAS",59,0.719512195121951,4,1996,-3,-0.0483870967741936
21,"1996-97","SAS",20,0.24390243902439,27,1997,-39,-0.661016949152542
22,"1997-98","SAS",56,0.682926829268293,6,1998,36,1.8
23,"1998-99","SAS",37,0.74,1,1999,-19,0.0835714285714285
24,"1999-00","SAS",53,0.646341463414634,5,2000,16,-0.126565589980224
25,"2000-01","SAS",58,0.707317073170732,1,2001,5,0.0943396226415093
26,"2001-02","SAS",58,0.707317073170732,2,2002,0,0
27,"2002-03","SAS",60,0.731707317073171,1,2003,2,0.0344827586206897
28,"2003-04","SAS",57,0.695121951219512,3,2004,-3,-0.05
29,"2004-05","SAS",59,0.719512195121951,2,2005,2,0.0350877192982456
30,"2005-06","SAS",63,0.768292682926829,2,2006,4,0.0677966101694916
31,"2006-07","SAS",58,0.707317073170732,3,2007,-5,-0.0793650793650794
32,"2007-08","SAS",56,0.682926829268293,4,2008,-2,-0.0344827586206895
33,"2008-09","SAS",54,0.658536585365854,5,2009,-2,-0.0357142857142857
34,"2009-10","SAS",50,0.609756097560976,9,2010,-4,-0.0740740740740741
35,"2010-11","SAS",61,0.74390243902439,2,2011,11,0.22
36,"2011-12","SAS",50,0.757575757575758,1,2012,-11,0.0183805265772479
37,"2012-13","SAS",58,0.707317073170732,3,2013,8,-0.0663414634146342
38,"2013-14","SAS",62,0.75609756097561,1,2014,4,0.0689655172413794
39,"2014-15","SAS",55,0.670731707317073,5,2015,-7,-0.112903225806452
40,"2015-16","SAS",67,0.817073170731707,2,2016,12,0.218181818181818
1,"1976-77","TOR",NA,NA,NA,1977,NA,NA
2,"1977-78","TOR",NA,NA,NA,1978,NA,NA
3,"1978-79","TOR",NA,NA,NA,1979,NA,NA
4,"1979-80","TOR",NA,NA,NA,1980,NA,NA
5,"1980-81","TOR",NA,NA,NA,1981,NA,NA
6,"1981-82","TOR",NA,NA,NA,1982,NA,NA
7,"1982-83","TOR",NA,NA,NA,1983,NA,NA
8,"1983-84","TOR",NA,NA,NA,1984,NA,NA
9,"1984-85","TOR",NA,NA,NA,1985,NA,NA
10,"1985-86","TOR",NA,NA,NA,1986,NA,NA
11,"1986-87","TOR",NA,NA,NA,1987,NA,NA
12,"1987-88","TOR",NA,NA,NA,1988,NA,NA
13,"1988-89","TOR",NA,NA,NA,1989,NA,NA
14,"1989-90","TOR",NA,NA,NA,1990,NA,NA
15,"1990-91","TOR",NA,NA,NA,1991,NA,NA
16,"1991-92","TOR",NA,NA,NA,1992,NA,NA
17,"1992-93","TOR",NA,NA,NA,1993,NA,NA
18,"1993-94","TOR",NA,NA,NA,1994,NA,NA
19,"1994-95","TOR",NA,NA,NA,1995,NA,NA
20,"1995-96","TOR",21,0.25609756097561,27,1996,NA,NA
21,"1996-97","TOR",30,0.365853658536585,21,1997,9,0.428571428571428
22,"1997-98","TOR",16,0.195121951219512,28,1998,-14,-0.466666666666667
23,"1998-99","TOR",23,0.46,19,1999,7,1.3575
24,"1999-00","TOR",45,0.548780487804878,12,2000,22,0.193001060445387
25,"2000-01","TOR",47,0.573170731707317,12,2001,2,0.0444444444444443
26,"2001-02","TOR",42,0.51219512195122,15,2002,-5,-0.106382978723404
27,"2002-03","TOR",24,0.292682926829268,27,2003,-18,-0.428571428571429
28,"2003-04","TOR",33,0.402439024390244,22,2004,9,0.375
29,"2004-05","TOR",33,0.402439024390244,23,2005,0,0
30,"2005-06","TOR",27,0.329268292682927,26,2006,-6,-0.181818181818182
31,"2006-07","TOR",47,0.573170731707317,9,2007,20,0.74074074074074
32,"2007-08","TOR",41,0.5,15,2008,-6,-0.127659574468085
33,"2008-09","TOR",33,0.402439024390244,22,2009,-8,-0.195121951219512
34,"2009-10","TOR",40,0.48780487804878,18,2010,7,0.212121212121212
35,"2010-11","TOR",22,0.268292682926829,28,2011,-18,-0.45
36,"2011-12","TOR",23,0.348484848484849,23,2012,1,0.298898071625344
37,"2012-13","TOR",34,0.414634146341463,19,2013,11,0.189819724284199
38,"2013-14","TOR",48,0.585365853658537,11,2014,14,0.411764705882353
39,"2014-15","TOR",49,0.597560975609756,11,2015,1,0.0208333333333334
40,"2015-16","TOR",56,0.682926829268293,4,2016,7,0.142857142857143
1,"1976-77","UTA",35,0.426829268292683,17,1977,NA,NA
2,"1977-78","UTA",39,0.475609756097561,15,1978,4,0.114285714285714
3,"1978-79","UTA",26,0.317073170731707,22,1979,-13,-0.333333333333333
4,"1979-80","UTA",24,0.292682926829268,20,1980,-2,-0.076923076923077
5,"1980-81","UTA",28,0.341463414634146,19,1981,4,0.166666666666667
6,"1981-82","UTA",25,0.304878048780488,21,1982,-3,-0.107142857142857
7,"1982-83","UTA",30,0.365853658536585,17,1983,5,0.2
8,"1983-84","UTA",45,0.548780487804878,8,1984,15,0.5
9,"1984-85","UTA",41,0.5,11,1985,-4,-0.088888888888889
10,"1985-86","UTA",42,0.51219512195122,10,1986,1,0.024390243902439
11,"1986-87","UTA",44,0.536585365853659,9,1987,2,0.0476190476190477
12,"1987-88","UTA",47,0.573170731707317,9,1988,3,0.068181818181818
13,"1988-89","UTA",51,0.621951219512195,7,1989,4,0.0851063829787235
14,"1989-90","UTA",55,0.670731707317073,5,1990,4,0.0784313725490197
15,"1990-91","UTA",54,0.658536585365854,7,1991,-1,-0.0181818181818182
16,"1991-92","UTA",55,0.670731707317073,4,1992,1,0.0185185185185185
17,"1992-93","UTA",47,0.573170731707317,10,1993,-8,-0.145454545454546
18,"1993-94","UTA",53,0.646341463414634,8,1994,6,0.127659574468085
19,"1994-95","UTA",60,0.731707317073171,2,1995,7,0.132075471698113
20,"1995-96","UTA",55,0.670731707317073,5,1996,-5,-0.0833333333333333
21,"1996-97","UTA",64,0.780487804878049,2,1997,9,0.163636363636364
22,"1997-98","UTA",62,0.75609756097561,1,1998,-2,-0.03125
23,"1998-99","UTA",37,0.74,1,1999,-25,-0.0212903225806452
24,"1999-00","UTA",55,0.670731707317073,4,2000,18,-0.093605800922874
25,"2000-01","UTA",53,0.646341463414634,5,2001,-2,-0.0363636363636364
26,"2001-02","UTA",44,0.536585365853659,11,2002,-9,-0.169811320754717
27,"2002-03","UTA",47,0.573170731707317,11,2003,3,0.068181818181818
28,"2003-04","UTA",42,0.51219512195122,12,2004,-5,-0.106382978723404
29,"2004-05","UTA",26,0.317073170731707,27,2005,-16,-0.380952380952381
30,"2005-06","UTA",41,0.5,14,2006,15,0.576923076923077
31,"2006-07","UTA",51,0.621951219512195,6,2007,10,0.24390243902439
32,"2007-08","UTA",54,0.658536585365854,8,2008,3,0.0588235294117648
33,"2008-09","UTA",48,0.585365853658537,11,2009,-6,-0.111111111111111
34,"2009-10","UTA",53,0.646341463414634,6,2010,5,0.104166666666667
35,"2010-11","UTA",39,0.475609756097561,18,2011,-14,-0.264150943396226
36,"2011-12","UTA",36,0.545454545454545,13,2012,-3,0.146853146853147
37,"2012-13","UTA",43,0.524390243902439,15,2013,7,-0.0386178861788617
38,"2013-14","UTA",25,0.304878048780488,26,2014,-18,-0.418604651162791
39,"2014-15","UTA",38,0.463414634146341,18,2015,13,0.52
40,"2015-16","UTA",40,0.48780487804878,19,2016,2,0.0526315789473683
1,"1976-77","WAS",48,0.585365853658537,6,1977,NA,NA
2,"1977-78","WAS",44,0.536585365853659,8,1978,-4,-0.0833333333333332
3,"1978-79","WAS",54,0.658536585365854,1,1979,10,0.227272727272727
4,"1979-80","WAS",39,0.475609756097561,11,1980,-15,-0.277777777777778
5,"1980-81","WAS",39,0.475609756097561,13,1981,0,0
6,"1981-82","WAS",43,0.524390243902439,12,1982,4,0.102564102564103
7,"1982-83","WAS",42,0.51219512195122,14,1983,-1,-0.0232558139534884
8,"1983-84","WAS",35,0.426829268292683,18,1984,-7,-0.166666666666667
9,"1984-85","WAS",40,0.48780487804878,13,1985,5,0.142857142857143
10,"1985-86","WAS",39,0.475609756097561,12,1986,-1,-0.025
11,"1986-87","WAS",42,0.51219512195122,10,1987,3,0.076923076923077
12,"1987-88","WAS",38,0.463414634146341,14,1988,-4,-0.0952380952380952
13,"1988-89","WAS",40,0.48780487804878,16,1989,2,0.0526315789473683
14,"1989-90","WAS",31,0.378048780487805,20,1990,-9,-0.225
15,"1990-91","WAS",30,0.365853658536585,20,1991,-1,-0.0322580645161291
16,"1991-92","WAS",25,0.304878048780488,23,1992,-5,-0.166666666666667
17,"1992-93","WAS",22,0.268292682926829,25,1993,-3,-0.12
18,"1993-94","WAS",24,0.292682926829268,23,1994,2,0.0909090909090908
19,"1994-95","WAS",21,0.25609756097561,25,1995,-3,-0.125
20,"1995-96","WAS",39,0.475609756097561,17,1996,18,0.857142857142857
21,"1996-97","WAS",44,0.536585365853659,13,1997,5,0.128205128205128
22,"1997-98","WAS",42,0.51219512195122,16,1998,-2,-0.0454545454545455
23,"1998-99","WAS",18,0.36,24,1999,-24,-0.297142857142857
24,"1999-00","WAS",29,0.353658536585366,24,2000,11,-0.0176151761517615
25,"2000-01","WAS",19,0.231707317073171,27,2001,-10,-0.344827586206896
26,"2001-02","WAS",37,0.451219512195122,19,2002,18,0.947368421052632
27,"2002-03","WAS",37,0.451219512195122,20,2003,0,0
28,"2003-04","WAS",25,0.304878048780488,27,2004,-12,-0.324324324324324
29,"2004-05","WAS",45,0.548780487804878,11,2005,20,0.8
30,"2005-06","WAS",42,0.51219512195122,13,2006,-3,-0.0666666666666667
31,"2006-07","WAS",41,0.5,14,2007,-1,-0.0238095238095238
32,"2007-08","WAS",43,0.524390243902439,14,2008,2,0.0487804878048781
33,"2008-09","WAS",19,0.231707317073171,28,2009,-24,-0.558139534883721
34,"2009-10","WAS",26,0.317073170731707,26,2010,7,0.368421052631579
35,"2010-11","WAS",23,0.280487804878049,27,2011,-3,-0.115384615384615
36,"2011-12","WAS",20,0.303030303030303,29,2012,-3,0.0803689064558629
37,"2012-13","WAS",29,0.353658536585366,23,2013,9,0.167073170731707
38,"2013-14","WAS",44,0.536585365853659,14,2014,15,0.517241379310345
39,"2014-15","WAS",46,0.560975609756098,12,2015,2,0.0454545454545455
40,"2015-16","WAS",41,0.5,17,2016,-5,-0.108695652173913
